user_id,post_sequence,suicide_risk
47,"💀⚠️🕳️😭,💀⚠️😰🕳️😭,😔💔😢,💀🕳️⚠️,😔😕📉",0
47,"💀⚠️🕳️😰😭,😔💔😢,💀🕳️🚨😭,😔😕📅🎄,💀🕳️😰😔💔",0
47,"😔💔😢,💀🕳️⚠️,😔😕📉,💀🕳️😰😔💔,😔💔😢",0
47,"💀🕳️😭⚠️,😔😕📉,💀🕳️😰😔💔,😔💔😢,💀⚠️🌑🕳️",0
48,"😔⚠️🕳️,💀⚠️🕳️😭,💀⚠️🕳️😰⚰️,😔😷😩,💀⚠️🕳️😭",0
48,"💀⚠️🕳️😭,💀⚠️🕳️😰⚰️,😔😷😩,💀⚠️🕳️😭,💀⚠️🕳️",2
48,"💀⚠️🕳️😰⚰️,😔😷😩,💀⚠️🕳️😭,💀⚠️🕳️,💀🕳️😭⚠️🚨",0
48,"😔😷😩,💀⚠️🕳️😭🚨,💀⚠️🕳️,💀🕳️😭⚠️,💀☠️🕳️🚨💊",1
48,"💀⚠️🕳️😭🚨,💀⚠️🕳️,💀🕳️😭⚠️,💀💊⚠️🕳️🚨,💀⚠️🕳️😰🚨",0
48,"💀⚠️🕳️,💀🕳️😭⚠️🚨,💀☠️🕳️🚨💊,💀⚠️🕳️😰🚨,💀🕳️⚠️",0
48,"💀🕳️⚠️😭🌑,💀💊⚠️🕳️🚨,💀⚠️🕳️😰🚨,💀🕳️⚠️,💀⚠️🕳️😰😭",0
48,"💀☠️🕳️🚨💊,💀⚠️🕳️😭🚨,💀🕳️⚠️,💀⚠️🕳️😰😭,😔😟🕳️",0
48,"💀⚠️🕳️😰🚨,💀🕳️⚠️,💀⚠️🕳️😰🌑,😔😟🕳️,💀🕳️⚠️😭",0
48,"💀🕳️⚠️,💀⚠️🕳️😰😭,😔😟🕳️,💀🕳️⚠️😭,💀🕳️😰😭⚠️",0
48,"💀⚠️🕳️😰😭,😔😟🕳️,💀⚠️🕳️😭,💀🕳️😰⚠️😭,😔🌌🤔",0
48,💀🕳️⚠️😭🌑,0
48,💀🕳️😰🌑⚠️,0
48,💀⚠️🕳️😭😔,0
48,💀🕳️⚠️😭🌑,1
48,💀🕳️😭⚠️🚨,0
48,"🤔💭🏛️,💀⚠️🕳️😭,💀🕳️⚠️😭😔,💀🕳️😰😔💔,😊😌💪",0
51,"😔💔🕳️😭⚠️,💀🕳️⚠️😭🔪,💀💧🕳️😭⚠️,💀😭🔪🌑,💀🕳️😭😞⚠️",2
52,"💀🚨⚠️😭🔪,💀😰🕳️😭⚠️,💀🕳️😭⚠️,💀🔪💊🚨,😰🕳️⚠️😔💀",1
52,"💀😰🕳️😭⚠️,💀🕳️😭⚠️,💀🔪💊🚨,😰🕳️⚠️,💀🔪🚨⚠️😭",0
52,"💀🕳️😭⚠️,💀🔪💊🚨,😰🕳️⚠️,💀🔪🚨⚠️😭,💀🕳️⚠️",1
52,"💀🔪💊🚨,😰🕳️⚠️😔💀,💀🔪🚨🕳️,💀🕳️⚠️,💀😭⚠️🕳️",1
52,"😰🕳️⚠️😔💀,💀🔪🚨⚠️😭,💀🕳️⚠️,💀🚨😭🕳️⚠️,💀😭😞⚠️",0
52,"💀🔪🚨⚠️😭,💀🕳️⚠️,💀🚨😭🕳️⚠️,💀😭😞⚠️,⚠️🕳️😭",1
52,"💀🕳️⚠️,💀😭⚠️🕳️,💀😭😞⚠️,⚠️🕳️😭,💀⚠️🕳️😭🚨",0
52,"💀😭⚠️🕳️,💀😭😞⚠️,⚠️🕳️😭,💀⚠️🕳️😭,💀🕳️😭⚠️",0
52,"💀😭😞⚠️,⚠️🕳️😭,💀⚠️🕳️😭🚨,💀🕳️😭⚠️,💀🔪💊⚠️🚨",1
52,"⚠️🕳️😭,💀⚠️🕳️😭🚨,💀🕳️😭⚠️,💀🔪💊⚠️,💀🕳️😭⚠️",2
52,"💀⚠️🕳️😭,💀🕳️😭⚠️,💀🔪💊⚠️,💀🕳️😭⚠️,💀💊⚠️🕳️😰",1
53,"😭😔💀⚠️,💀🕳️😭💔⚠️,💀😭🕳️⚠️💔,💀🕳️😭⚠️😔,💀😭⚠️🕳️💔",0
53,"💀🕳️😭💔⚠️,💀😭🕳️⚠️💔,💀🕳️😭⚠️😔,💀🕳️😭⚠️🩸,💀🕳️😭⚠️😔",0
53,"💀😭🕳️⚠️💔,💀🕳️😭⚠️😔,💀😰🕳️😭⚠️,💀🕳️😭⚠️😔,💀🕳️😭⚠️😔",1
53,"💀🕳️😭⚠️😔,💀🕳️😭⚠️🩸,💀🕳️😭⚠️😔,💀🕳️😭⚠️😔,💀😭🕳️⚠️💔",0
53,"💀😞💔⚠️🕳️,💀🕳️😭⚠️😔,💀🕳️😭⚠️😔,💀😭🕳️⚠️💔,😔💔😢",0
53,"💀🕳️😭⚠️😔,💀🕳️😭⚠️😔,💀😭🕳️⚠️💔,😔💔😢,😔💔🕳️😭⚠️",0
54,💀🕳️⚠️😭😰,0
54,💀🕳️😰⚠️😭,0
54,💀🕳️😭⚠️😔,3
54,"😔💔😢,😔💔😞,😰😩😭⚠️💔,😔🌧️💧😴✨,💀🕳️😰😔⚠️",0
54,"😔💔😩,😰😔😩⚠️💀,😔🌧️💧😴✨,💀🕳️😰😔⚠️,😔💔😢",1
54,"😰😩😔⚠️💀,😔🌧️💧😴✨,💀🕳️⚠️😭😔,😔💔😢,💀🕳️😰😔💔",0
54,"😔💧🌧️😴💔,💀🕳️😰😔⚠️,😔💔😢,💀🕳️😰😔💔,😔💔😖😞⚠️",0
54,"💀🕳️😭⚠️😔,😔💔😢⚠️,💀🕳️😰😔💔,😔💔😖😞⚠️,😔💔🕳️⚠️",1
54,"😔💔😢⚠️,💀🕳️😔⚠️😭,😔💔😖⚠️🕳️,💀🕳️😭😔💔,💀😰🕳️😭⚠️",3
54,"💀🕳️😰😔💔,😔💔😖🕳️⚠️,💀🕳️😭😔💔,💀😰🕳️😭⚠️,💀🕳️⚠️😭🔪",0
56,"💀💊🌊🚨⚠️,💀🔪⚠️😭,😔💔🕳️,💀🕳️⚠️😭,💀🔪😭🚨",1
56,"💀🔪🚨😭,😔💔🕳️,💀🕳️⚠️😭,💀🔪😭🚨,💀😭⚠️",1
56,"😔💔😢🕳️,💀⚠️🕳️😭,💀🔪😭⚠️,💀😭⚠️💔😔,💀🕳️😭⚠️💊",0
56,"💀⚠️🕳️😭,💀🔪😭⚠️,💀😭⚠️,💀🕳️😭⚠️💊,💀😰🕳️😭⚠️",0
56,"💀🔪😭⚠️,💀😭⚠️💔😔,💀🕳️😭⚠️💊,💀😰🕳️😭⚠️,💀🕳️😭🚨⚠️",3
56,"💀😭😔💔,💀🕳️😭⚠️💊,💀😰🕳️😭⚠️,💀🕳️😭🚨⚠️,💀⚠️🚨🕳️😭",2
56,"💀🕳️😭⚠️💊,💀😰🕳️😭⚠️,💀🕳️😭⚠️🚨,💀⚠️🚨🕳️😭,💀⚠️😰🕳️😭",0
56,"💀😰🕳️😭⚠️,💀🕳️😭🚨⚠️,💀⚠️🚨🕳️😭,💀⚠️😰🕳️😭,💀⚠️🕳️😭",1
56,"💀🕳️😭🚨⚠️,💀⚠️🚨🕳️😭,💀⚠️😰🕳️😭,💀⚠️🕳️😭🚨,💀😭🌑🕳️⚠️",0
56,"💀⚠️🚨🕳️😭,💀⚠️😰🕳️😭,💀⚠️🕳️😭🚨,💀😭🌑💔⚠️,💀😔🕳️😭⚠️",0
56,"💀⚠️🕳️😭🚨,💀⚠️🕳️😭,💀😭🌑🕳️⚠️,💀😔🕳️😭⚠️,😔💔😢😞🕳️",0
56,"💀⚠️🕳️😭,💀😭🌑🕳️⚠️,💀🕳️😭😔💔,😔💔😢🕳️⚠️,😔💔😢😞",1
57,"💀😭😔💔,😔💔😢😞⚠️,💀🕳️😭😔💔,💀😭⚠️🕳️😖,😔💔😢",2
57,"😔💔😢😞🕳️,💀🕳️😭😔💔,💀😭⚠️🕳️😖,😔💔😢,💀🕳️😭⚠️🔪",0
57,"💀🕳️😭😔💔,💀😭⚠️🕳️😖,😔💔😢,💀🕳️😭🔪🚨,😔💔😢😞⚠️",1
57,"💀😭⚠️🕳️😖,😔💔😢,💀🕳️😭⚠️🔪,😔💔😢😞⚠️,💀😭🕳️⚠️💔",1
57,"😔💔😢,💀🕳️😭⚠️🔪,😔💔😢😞⚠️,💀😭🕳️⚠️😔,💀⚠️😭🕳️",0
57,"💀🕳️😭🔪🚨,😔💔😢😞⚠️,💀😭🕳️⚠️💔,💀🕳️😭⚠️,😰💀",1
57,"😔💔😢😞⚠️,💀😭🕳️⚠️💔,💀⚠️😭🕳️,😰💀,💀🕳️😭⚠️",2
57,"💀😭🕳️⚠️💔,💀🕳️😭⚠️,😰💀,💀🕳️😭⚠️,💀🌑😭⚠️",0
57,"💀⚠️😭🕳️,😰💀⚠️😭,💀🕳️😭⚠️,💀🌑😭⚠️,😔😟🤔📞💔",1
57,"😰💀,💀🕳️😭🚨,💀😭⚠️🕳️,😔😟😕,💀😭⚠️🕳️",1
57,"💀🕳️😭⚠️,💀😭⚠️🕳️,😔😟😕,💀😰🕳️😭,💀🕳️😭⚠️",1
57,"💀🌑😭⚠️,😔😟😕,💀😰🕳️😭,💀🕳️😭⚠️😔,💀🕳️😭⚠️",1
57,"😔🤔📞💔,💀😭⚠️🕳️,💀🕳️😭⚠️😔,💀🕳️😭⚠️,💀🕳️😭😔⚠️",2
57,"💀😰🕳️😭,💀🕳️😭⚠️😔,💀🕳️😭⚠️,💀🕳️😭😔⚠️,💀🔪⚠️🕳️",1
57,"💀🕳️😭⚠️😔,💀😭⚠️🕳️,💀🕳️😭😔⚠️,💀🔪⚠️🕳️,😔💔😞⚠️🕳️",1
57,"💀🕳️😭⚠️,💀🕳️😭😔⚠️,💀🔪⚠️🕳️,😔💔😢😞⚠️,💀🕳️😭💔⚠️",1
57,"💀🕳️😭😔💔,💀🔪⚠️🕳️,💀🕳️😭😔💔,💀🕳️😭💔⚠️,💀🕳️😭⚠️",1
57,"💀🔪⚠️🕳️,😔💔😞⚠️🕳️,💀🕳️😭💔⚠️,💀🕳️😭⚠️💔,💀😭🕳️⚠️😔",2
57,"😔💔😢😞⚠️,💀🕳️😭💔⚠️,💀🕳️😭⚠️,💀😭🕳️💔⚠️,💀⚠️🔪🪦😰",0
57,"💀🕳️😭💔⚠️,💀🕳️😭⚠️💔,💀😭🕳️💔⚠️,💀⚠️🪦😰🕳️,😭😔⚠️",1
57,"💀🕳️😭⚠️💔,💀😭🕳️💔⚠️,💀⚠️🔪🪦😰,😰😔💔⚠️,💀⚠️🕳️😭",0
57,"💀😭🕳️💔⚠️,💀⚠️🪦😰🕳️,😭😔⚠️,💀⚠️🕳️😭,😔💔😞",1
57,"💀⚠️🪦😰🕳️,😰😔💔⚠️,💀⚠️🕳️😭,😔💔😞,💀😭🕳️⚠️",0
57,"😰😔💔⚠️,💀⚠️🕳️😭,😔💔😞,💀😭🕳️⚠️🚨,😔💔😢⚠️",0
57,"💀⚠️🕳️😭,😔💔😞,💀😭🕳️⚠️🚨,😔💔😢⚠️,💀🕳️😭🌑",0
57,"😔💔😞,💀😭🕳️⚠️🚨,😔💔😢,💀🕳️😭🌑,😔💔😢",0
57,"💀😭🕳️⚠️🚨,😔💔😢⚠️,💀🕳️😭🌑,😔💔😢,💀🕳️😰😭⚠️",1
57,"😔💔😢⚠️,💀🕳️😭😰⚠️,😔💔😢,💀🕳️😰,💀😭🔪🌑",1
57,"💀🕳️😭🌑,😔💔😢,💀🕳️😰😭,💀😭🔪🌑,💀🕳️😭😞⚠️",2
57,"😔💔😢,💀🕳️😰😭⚠️,💀😭🔪🌑,💀🕳️😭⚠️😔,💀⚠️😭🕳️",2
57,"💀🕳️😰😭,💀😭🔪🌑,💀🕳️😭⚠️😔,💀⚠️😭🕳️,💀🔪🩸🕳️",2
58,"💀🕳️😰😭⚠️,💀🕳️😭⚠️😖,💀😭🕳️⚠️😔,💀🕳️😭🔪⚠️,💀😭🕳️⚠️🔪",2
58,"💀🕳️⚠️😭😰,💀😭🕳️⚠️😔,💀🕳️😭⚠️🔪,💀😭🕳️⚠️🔪,💀😭🕳️🔪",0
58,"💀😭🕳️⚠️😔,💀🕳️😭⚠️🔪,💀😭🕳️⚠️,💀😭🕳️🔪,💀😭🕳️⚠️😔",0
58,"💀🕳️😭🔪🚨,💀😭🕳️⚠️🔪,💀😭🕳️🔪,💀😭🕳️⚠️😔,💀🕳️😭⚠️😖",0
58,"💀😭🕳️⚠️,💀😭🕳️🔪,💀😭🕳️⚠️😔,💀🕳️😭⚠️😖,💀⚠️🕳️😭🔪",3
58,"💀😭🕳️🔪,💀😭🕳️⚠️😔,💀🕳️😭⚠️😖,💀⚠️🕳️😭🔪,💀⚠️🕳️😭",3
58,"💀😭🕳️⚠️😔,💀🕳️😭⚠️😖,💀⚠️🕳️😭🔪,💀⚠️🕳️😭,💀⚠️🕳️😭🔪",1
58,"💀🕳️😭⚠️😖,💀⚠️🕳️😭🔪,💀⚠️🕳️😭,💀⚠️🕳️😭🔪,💀😭⚠️🕳️",0
58,"💀⚠️🕳️😭🔪,💀⚠️🕳️😭,💀⚠️🕳️😭🔪,💀😭⚠️🕳️,💀🕳️😭⚠️😔",1
58,"💀⚠️🕳️😭,💀🕳️⚠️😭🔪,💀😭⚠️🕳️,💀🕳️😭⚠️😔,💀⚠️🕳️😭🚨",1
58,"💀🕳️⚠️😭🔪,💀😭⚠️🕳️,💀🕳️😭⚠️😔,💀🕳️⚠️😭🚨,💀⚠️🕳️😰🚨",2
58,"💀😭⚠️🕳️,💀🕳️😭😰⚠️,💀⚠️🕳️😰😭,💀⚠️🕳️😰🚨,💀🕳️🔪😭",2
58,"💀🕳️😭😰⚠️,💀🕳️⚠️😭🚨,💀⚠️🕳️😰🚨,💀🕳️🔪😭,💀⚠️🕳️😭🔪",3
58,"💀⚠️🕳️😭🚨,💀⚠️🕳️😰🚨,💀🕳️🔪😭,💀⚠️🕳️😭,💀💊🕳️😵",3
58,"💀⚠️🕳️😰🚨,💀🕳️🔪😭,💀🕳️😭⚠️🚨,💀💊🕳️🚨,💀🕳️⚠️🔪💊",2
58,"💀🕳️🔪😭,💀⚠️🕳️😭,💀💊🕳️😵,💀🕳️⚠️🔪💊,💀🕳️⚠️🔪",0
58,"💀⚠️🕳️😭🚨,💀💊🕳️😵,💀🕳️🚨🔪💊,💀⚠️🔪🕳️,💀⚠️🕳️😭",0
58,"💀💊🕳️😵,💀🕳️⚠️🔪💊,💀⚠️🔪🪦😰,💀⚠️🕳️😭,💀⚠️🕳️😭🚨",2
58,"💀🕳️⚠️🔪💊,💀⚠️🔪🕳️,💀⚠️🕳️😭,💀⚠️🕳️😭🚨,💀⚠️🚨😭🕳️",2
58,"💀⚠️🔪🕳️😭,💀⚠️🕳️😭,💀⚠️🕳️😭🚨,💀⚠️🚨😭🕳️,💀⏳🕳️😭",3
58,"💀⚠️😭🕳️,💀⚠️🕳️😭🚨,💀⚠️🕳️😭🚨,💀⚠️🕳️😭,💀⚠️🕳️😭",1
58,"💀⚠️🕳️😭,💀⚠️🚨😭🕳️,💀⚠️🕳️😭,💀⚠️🕳️😭,💀😰🔪😭⚠️",2
58,"💀⚠️🚨😭🕳️,💀⏳🕳️😭,💀⚠️🕳️😭🚨,💀😰🔪😭⚠️,💀🕳️🚨😭🔪",2
58,"💀⏳🕳️😭,💀⚠️🕳️😭,💀😰🔪😭⚠️,💀🕳️🚨😭⚠️,💀🔪⚠️😭",2
58,"💀⚠️🕳️😭,💀😰🔪😭⚠️,💀🕳️🚨😭🔪,💀🔪⚠️😭,💀🔪🚨😭⚠️",3
58,"💀😰🔪😭⚠️,💀🕳️🚨😭🔪,💀🔪⚠️😭,💀🔪🩸🚨😭,💀🔪🚨⚠️😭",1
58,"💀🕳️🚨😭⚠️,💀🔪⚠️😭,💀🔪🚨😭⚠️,💀🔪🚨⏰😭,💀🕳️😭⚠️",1
58,"💀🔪⚠️😭,💀🔪⚠️😭,💀🔪🚨⚠️😭,💀⚠️😭🕳️😔,💀🕳️😭⚠️💔",2
58,"💀🔪🚨😭⚠️,💀🔪🚨⏰😭,💀🕳️😭⚠️,💀🕳️😭⚠️💔,💀⚠️🔪😭",2
58,"💀🔪🚨⏰😭,💀🕳️😭⚠️,💀🕳️😭⚠️💔,💀⚠️🔪😭,💀💊🚨⚠️😭",0
58,"💀😰🕳️😭⚠️,💀🕳️😭⚠️💔,💀🔪🚨⚠️😭,💀💊🚨⚠️😭,💀⚠️🕳️😭🚨",0
58,"💀🕳️😭⚠️💔,💀🚨⚠️😭🔪,💀💊🚨⚠️😭,💀⚠️🕳️😭🚨,💀⚠️🕳️😭",2
58,"💀🚨⚠️😭🔪,💀💊🚨⚠️😭,💀⚠️🕳️😭🚨,💀⚠️🕳️😭,💀⚠️🪦😭",3
58,"💀💊🚨⚠️😭,💀⚠️🕳️😭🚨,💀⚠️🕳️😭,💀⚠️🕳️😭,💀🔪⚠️😭🕳️",3
58,"💀⚠️🕳️😭🚨,💀⚠️🕳️😭,💀⚠️🕳️😭,💀🔪⚠️😭🕳️,💀🔪⚠️🕳️😭",2
58,"💀⚠️🕳️😭🚨,💀⚠️🕳️😭,💀🔪⚠️😭🕳️,💀🔪⚠️🕳️😭,💀💊🚨⚠️😭",1
58,"💀⚠️🕳️😭,💀🔪🚨⚠️😭,💀🔪⚠️🕳️😭,💀💊🚨⚠️😭,💀⚠️🕳️😭",2
58,"💀🔪⚠️😭🕳️,💀🔪⚠️🕳️😭,💀💊🚨⚠️😭,💀⚠️🕳️😭,💀⚠️🕳️😭🚨",1
58,"💀🔪⚠️🕳️😭,💀💊🚨⚠️😭,💀⚠️🕳️😭,💀⚠️🕳️😭🚨,💀😰🕳️😭⚠️",1
58,"💀💊🚨⚠️😭,💀⚠️🕳️😭,💀⚠️🕳️😭🔪,💀😰🕳️😭⚠️,💀🕳️⚠️😭",0
58,"💀⚠️🕳️😭,💀⚠️🕳️😭🔪,💀😰🕳️😭⚠️,💀🕳️⚠️😭,😔💔😭⚠️",0
58,"💀⚠️🕳️😭🔪,💀😰🕳️😭⚠️,💀🕳️⚠️😭,😔💔😭⚠️,💀😰⚠️😭🕳️",0
58,"💀😰🕳️😭⚠️,💀⚠️🕳️😭,😔💔😭⚠️,💀⚠️😰🕳️😭,💀🔪😰⚠️🕳️",1
58,"💀🕳️⚠️😭,😔💔😭⚠️,💀😰⚠️😭🕳️,🔪😰💥⚠️💀,💀🔪😭⚠️",0
58,"😔💔😭⚠️,💀😰🕳️😭⚠️,🔪😰⚠️💥😵,💀🔪⚠️😭,💀😰🕳️😭⚠️",0
58,"💀😰🕳️😭⚠️,🔪😰💥⚠️💀,💀🔪⚠️😭,💀😰🕳️😭⚠️,😰💔😔⚠️",0
58,"🔪😰⚠️💀🕳️,💀🔪😭⚠️,💀😰🕳️😭⚠️,😰😵⚠️💔😔,🔪😭⚠️💀",1
58,"💀😭🔪⚠️,💀😰🕳️😭⚠️,😰💔😔⚠️,🔪😭⚠️💀,💀😭🔪💔⚠️",0
58,"💀😰🕳️😭⚠️,😰💔😔⚠️,🔪😭⚠️💀,💀😭🔪💔⚠️,💀😭🩸⚠️",0
58,"😰💔😔⚠️,🔪😭⚠️💀,💀😭🔪💔⚠️,💀😭🩸⚠️,💀😭🕳️⚠️💔",0
58,"🔪😭⚠️💀,💀😭🔪💔⚠️,💀🩸😭⚠️🕳️,💀😭🕳️⚠️💔,😔💔😢",0
58,"💀😭🔪💔⚠️,💀😭🩸⚠️,💀🕳️😭⚠️💔,😔💔😢,🔪😭⚠️💔",0
58,"💀😭🩸⚠️,💀😭🕳️⚠️💔,😔💔😢,🔪😭⚠️💔,😰⚠️😭💀",0
58,"💀😭🕳️⚠️💔,😔💔😢,🔪😭⚠️💔,😰⚠️💀🕳️,😰💀🕳️😭",0
58,"😔💔😢,🔪😭⚠️💔,😰⚠️😭💀,😰💀🕳️😭,💀😭⚠️🕳️",0
58,"🔪😭⚠️💔,😰⚠️😭💀,😰💀🕳️😭,💀😭⚠️🕳️,💀😔💔🕳️😭",0
58,"😰⚠️😭💀,😰💀🕳️😭,💀😭⚠️🕳️,💀😔💔🕳️😭,😔💊🕳️",1
58,"😰💀🕳️😭,💀😭⚠️🕳️,💀🕳️😭😔💔,😔💊🕳️,💊😰🕳️😭",0
58,"💀😭⚠️,💀😔💔🕳️😭,😔💊🕳️,💊😰🕳️😭,🩸💀😰⚠️😭",0
58,"💀😔💔🕳️😭,😔💊🕳️,💊😰🕳️😭,🩸😰💀⚠️😭,💀😰🕳️😭⚠️",0
58,"😔💊🕳️,💊😰🕳️😭,🩸😰💀⚠️🚨,💀🕳️😰😭⚠️,💀⚠️😰🕳️😭",3
58,"💊😰🕳️😭,🩸😰💀⚠️🚨,💀😰🕳️😭⚠️,💀⚠️😰🕳️😭,💀💊🔪😭",1
58,"🩸😰💀⚠️😭,💀😰🕳️😭⚠️,💀⚠️😰🕳️😭,💀💊🔪😭,💀🔪😰⚠️",1
58,"💀😰🕳️😭⚠️,💀⚠️😰🕳️😭,💀💊🔪😭,💀🔪😰⚠️,💀🔪😭⚠️",0
58,"💀⚠️😰🕳️😭,💀💊🔪😭,💀🔪😰⚠️,💀🔪😭⚠️,💀😭💔⚠️",0
58,"💀💊🔪😭,💀🔪😰⚠️,💀🔪😰🕳️,💀💔😭⚠️,😔💔😢",0
58,"💀🔪😰⚠️,💀🔪😰🕳️,💀😭💔⚠️,😔💔😢,😭😔😞💔🕳️",1
58,"💀🔪😰🕳️,💀😭💔⚠️,😔💔😢,😭😔💔,💀😭⚠️🕳️",3
58,"💀😭💔⚠️😔,😔💔😢,😭😔😞💔🕳️,💀😭⚠️🕳️,💀⚠️🕳️😭🚨",0
59,"💀🕳️😭⚠️🔪,💀🕳️😰😭⚠️,💀🕳️😭🌑,💀🕳️⚠️😭🔪,💀🕳️😭😔⚠️",1
59,"💀🕳️😭⚠️😖,💀🕳️😭🌑,💀🕳️⚠️😭🔪,💀🕳️😭😔⚠️,💀🔪😭🚨",1
59,"💀🕳️😭🌑,💀🕳️⚠️😭🔪,💀🕳️😭😔💔,💀🔪😭🚨,😔💔😞🕳️⚠️",2
59,"💀🕳️⚠️😭🔪,🕳️😭😔💀⚠️,💀🔪😭🚨,😔💔😞🕳️⚠️,💀⚠️🕳️😭",1
59,"💀🕳️😭😔⚠️,💀🔪😭🚨,😔💔😞🕳️⚠️,💀⚠️🕳️😭🚨,💀🔪😰🕳️⚠️",1
59,"💀🔪😭🚨,😔💔😞🕳️⚠️,💀⚠️🕳️😭,💀🔪😰🕳️⚠️,💀⚠️🕳️😭🔪",1
60,"💀😭⚠️😔💔,⚠️🚨💀🔪💥,😔🕳️💀,💀💊🚨😭⚠️,😔💔",0
60,"⚠️💀🔪🚨😡,😔🕳️😰💔,💀💊🚨😭⚠️,😔💔,😔😴😕",0
60,"😔🕳️💀,💀💊🚨😭⚠️,😔💔,😔😴😕,😔😟😖",0
60,"💀💊🚨😭⚠️,😔💔,😔😴😕,😔😰🕳️,😔💔🕳️😭⚠️",0
60,"😔💔,😔😴😕,😔😰🕳️,😔💔🕳️😭⚠️,🕳️💀😰😔⚠️",0
60,"😔😴😕,😔😰🕳️,😔💔🕳️😭⚠️,🕳️😰😔💀⚠️,💀⚠️🕳️😭",0
60,"😔😟😕,😔💔🕳️😭⚠️,🕳️😔💀,💀⚠️🕳️😭🚨,💀⚠️🕳️😭🚨",0
60,"😔💔🕳️😭⚠️,🕳️😰💀😔⚠️,💀⚠️🕳️😭,💀⚠️🕳️😭🚨,😠💀⚠️",0
60,"🕳️😔💀⚠️,💀⚠️🕳️😭,💀⚠️🕳️😭🚨,😠🤬💀⚠️,😔⚠️",0
60,"💀⚠️🕳️😭,💀⚠️🕳️😭🚨,😠💀⚠️,😔⚠️,💀🔪⚠️😭🕳️",0
60,"💀⚠️🕳️😭🚨,😠💀⚠️,😔⚠️,💀🔪🕳️😭⚠️,😰💊😔⚠️",0
60,"😠💀⚠️,😔⚠️,💀🔪🕳️😭⚠️,😰💊😔⚠️,😔🤢💔",0
60,"😔⚠️,💀🔪🕳️😭⚠️,😰💊😔⚠️,😔🤢💔😞⚠️,😔😖⚠️",0
60,"💀🔪🕳️😭⚠️,😰💊⚠️😔💔,😔🤢💔😞,😔😖⚠️,😔💔😢",0
60,"💊😰😔⚠️,😔🤢💔😞⚠️,😔😖⚠️,😔😩😖,💊😔😕",0
60,"😔🤢💔,😔😩⚠️,😔😩😖,💊😔😖,😔💔",0
60,"😔😩⚠️,😔😩😖,💊😔😖,😰🕳️😭,💀⚠️🕳️",0
60,"😔😖😩,💊😔😖,😰🕳️,💀⚠️🕳️,😰🕳️",0
60,"💊😔😖,😰🕳️,💀⚠️🕳️,😔💔,😔😢😞💔",0
60,"😰🕳️😭,💀⚠️🕳️,😰🕳️,😔💔😢,😊😌💪",0
60,"💀⚠️🕳️,😰🕳️,😔💔😢,😊😌💪,😔😖😞",0
60,"😰🕳️😭,😔💔😢,😊😌💪,😔😖😞,😔😩😞",0
60,"😔😢😞💔,😊😌💪,😔😖😞,😔😩😞,😔💔😢",1
60,"😊😌💪,😔😖😞,😔😩😞,😔💔😢,💀🕳️😭⚠️",0
60,"😔😖😞,😔😩😞,😔💔😢,💀🕳️😭⚠️,💊💀⚠️😰🕳️",2
60,"😔😩😞,😔💔😢,💀🕳️😭⚠️,💊💀⚠️😰🕳️,💀💊⚠️😰🕳️",1
60,"😔💔😢,💀🕳️😭⚠️,💊💀⚠️😰🕳️,💀💊⚠️😰🕳️,💀😰😭⚠️",0
60,"💀🕳️😭⚠️,💊💀⚠️😰🕳️,💀💊⚠️😰🕳️,💀😰⚠️😭😔,😔💀⚠️",0
60,"💊💀⚠️😰🕳️,💀💊⚠️😰🕳️,💀😰😭⚠️💔,😔💀🕳️,😔💔😢",0
60,"💀💊⚠️😰🕳️,💀😰⚠️😭😔,😔💀⚠️,😔💔😢,😔😰🕳️⚠️",0
60,"💀😰😭⚠️💔,😔💀🕳️,😔💔😢,😔😰🕳️⚠️,😔💔😞",0
62,"💀😔😭⚠️,💀⚠️😭🕳️🔪,😭🕳️😔💔,💀😭🕳️⚠️🔪,💀🕳️🚨⚠️😭",2
62,"💀⚠️🕳️😭💊,😭😔🕳️⚠️,💀😭🕳️⚠️🔪,💀🕳️🚨⚠️😭,💀📝⚠️😰🕳️",2
63,"💀🕳️😭😔💔,💀😔🕳️😭⚠️,😭😔💔⚠️,😔💔😞🕳️⚠️,💀😔🕳️⚠️😭",0
63,"💀😔🕳️😭⚠️,😭💔😔⚠️💀,😔💔🕳️😭⚠️,💀😔🕳️⚠️😭,😔💔🕳️😭⚠️",2
63,"😭💔😔🕳️,😔💔😞🕳️⚠️,💀😔🕳️⚠️😭,😔💔😢🕳️⚠️,💀🕳️⚠️😭🌑",2
63,"😔💔😞🕳️⚠️,💀😔🕳️⚠️😭,😔💔🕳️😭⚠️,💀🕳️⚠️😭🌑,💀💊⚠️😭😔",0
64,"💀🕳️🔪🚨😭,💀😭🕳️⚠️😖,💀😭🕳️⚠️😔,💀😭🕳️⚠️😰,💀🕳️😭😔⚠️",2
65,"💀🕳️😭⚠️💔,,💀😭🔪🕳️,💀🕳️😰😭⚠️,💀😰🕳️😭⚠️",1
65,",💀😭🔪🕳️,💀🕳️😰😭⚠️,💀😰🕳️😭⚠️,💀🕳️🚨😭🔪",1
65,"💀😭🔪🕳️,💀🕳️😰😭⚠️,💀😰🕳️😭⚠️,💀🕳️😭🔪🚨,💀🕳️😭⚠️",1
