PRP$,RB,DT,JJ,NN,CC,VB,VBG,IN,NNP,NNS,PRP,VBP,MD,TO,VBZ,CD,VBD,VBN,RP,WP,WRB,FW,WDT,PDT,JJR,RBR,JJS,EX,RBS,NNPS,UH,WP$,$,'',POS,n't,'m,im,..,fucking,'s,suicide,hate,please,hope,na,fuck,ca,dont,people,kill,die,ie,feel,...,someone,life,wish,help,tired,really,anymore,want,cant,know,never,would,need,il,like,day,wan,going,gon,one,pain,talk,love,think,get,even,everyone,much,end,nothing,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,class_A,class_B,class_C,class_D
3.8,13.4,10.0,13.0,24.4,8.8,9.8,3.0,14.0,0.0,7.2,8.8,10.0,1.8,5.0,3.2,0.4,2.8,2.8,1.4,0.6,1.0,0.2,0.0,0.2,0.4,0.2,0.2,0.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004281657215861207,0.0,0.0,0.0,0.011732618022375973,0.0,0.0,0.003557936209029092,0.0,0.0,0.0,0.0,0.016570197454267948,0.0037017578666756405,0.004224259719824053,0.007845061955116663,0.00234253009616037,0.0,0.002464384403995491,0.0069864190501311915,0.0,0.0,0.0,0.0,0.0,0.0023670732799429845,0.0,0.0,0.002037689506163233,0.00400514523541899,0.0028260382305169383,0.009640285907769414,0.002672099003496112,0.002341818628211058,0.0,0.0019238133946983362,0.0,0.0,0.0031394927206613264,0.0,0.010694101709502905,0.013487817215658195,0.005225851345416399,0.0015462907862755617,0.005235122258177032,0.005846419977026406,0.006595470283167632,0.0,0.10975609756097561,0.06910569105691057,0.06910569105691057,0.11788617886178862,0.06097560975609756,0.16666666666666666,0.14227642276422764,0.12195121951219512,0.024390243902439025,0.11788617886178862,0.5555555555555556,0.037037037037037035,0.2962962962962963,0.1111111111111111
2.0,5.2,3.2,4.8,9.4,2.0,5.2,2.0,5.2,0.0,2.4,2.6,3.8,1.0,2.2,1.0,0.0,0.8,0.6,0.2,0.2,0.2,0.0,0.4,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.01723124340984697,0.0,0.0,0.007967823649708617,0.0,0.01442509234788004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043022258117626595,0.005286110233612814,0.0,0.0,0.010035398931951024,0.012922233039077637,0.0,0.011401835889814105,0.007428994953531554,0.0,0.010436272027146778,0.0,0.005150884026052547,0.006760361287517164,0.0,0.0,0.0,0.005719347396178317,0.0,0.0,0.005087676502656597,0.0,0.0,0.0,0.0,0.0,0.0,0.010400406462716286,0.0,0.0,0.0,0.0,0.022427263754030403,0.016697375454387417,0.006278887709575586,0.0,0.10126582278481013,0.11392405063291139,0.08860759493670886,0.10126582278481013,0.0759493670886076,0.189873417721519,0.12658227848101267,0.08860759493670886,0.02531645569620253,0.08860759493670886,0.3448275862068966,0.10344827586206896,0.13793103448275862,0.41379310344827586
1.8,6.2,3.4,5.4,10.6,2.0,6.8,1.6,5.6,0.0,2.0,3.8,4.4,1.0,2.4,0.6,0.0,1.8,0.6,0.2,0.4,0.4,0.0,0.4,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.031216020670012626,0.0,0.0,0.007217231566765052,0.0,0.013066206836847862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007793887340149746,0.0047881433275478395,0.0,0.0,0.009090035264448392,0.011704921231048585,0.0,0.010327749900193936,0.006729162095590176,0.0,0.009453144952125705,0.004790044016558499,0.009331311641399543,0.006123515658982938,0.0,0.0,0.0,0.00518056829363978,0.007310838031119906,0.0,0.004608402629217932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009221725387180042,0.0,0.0,0.0,0.020314550501839133,0.015124434288394398,0.005687398287659046,0.01324134798489238,0.11956521739130435,0.06521739130434782,0.09782608695652174,0.15217391304347827,0.043478260869565216,0.20652173913043478,0.07608695652173914,0.14130434782608695,0.021739130434782608,0.07608695652173914,0.32432432432432434,0.13513513513513514,0.13513513513513514,0.40540540540540543
1.8,8.6,5.2,6.6,14.2,3.0,10.6,1.6,6.4,0.0,2.0,5.2,7.2,2.0,3.2,1.4,0.0,1.8,0.6,0.2,0.4,0.6,0.0,0.6,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.039666766597253614,0.0,0.0,0.0055026406420639615,0.0,0.014943120526118825,0.0,0.005145694367756707,0.015644726469881656,0.0,0.0,0.0,0.0,0.0,0.008913451267464073,0.0036506286143734904,0.0,0.0,0.006930524124275569,0.008924194087760799,0.0,0.0059056470423760905,0.00513052137674831,0.0,0.007207370184493631,0.00730415551696213,0.01067172104845141,0.005835947244058325,0.0,0.0,0.008038178493925682,0.003949825549846904,0.005574009106599707,0.0,0.003513588744928589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02109278624471015,0.0,0.0,0.003049866357460638,0.020651255758775695,0.011531336639770315,0.004336248418215184,0.010095613380746675,0.08904109589041095,0.0821917808219178,0.0958904109589041,0.1232876712328767,0.0821917808219178,0.1643835616438356,0.1095890410958904,0.1232876712328767,0.03424657534246575,0.0958904109589041,0.24444444444444444,0.15555555555555556,0.17777777777777778,0.4222222222222222
1.6,8.2,5.6,6.2,13.2,3.0,11.8,1.8,5.4,0.0,1.8,5.4,6.2,2.0,3.4,1.6,0.0,2.0,0.6,0.2,0.4,0.6,0.0,0.4,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.042483341740253866,0.0,0.0,0.0,0.0,0.01066944700286985,0.0,0.0055110691157631,0.01675559462158923,0.0,0.0,0.0,0.0,0.0,0.009546359049769216,0.003909844847346756,0.0,0.0,0.0024742107820392074,0.0,0.0,0.004216655284694565,0.005494818752612095,0.005912921564189802,0.0,0.007822793778521572,0.011429476389169854,0.007500400836742415,0.0,0.0,0.008608936730180759,0.00423028653563485,0.0059697967354706925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030120665169960845,0.0,0.0,0.003266424915386837,0.016588212835821306,0.01235012977395519,0.004644147714183125,0.010812461668136973,0.0759493670886076,0.08227848101265822,0.08227848101265822,0.12025316455696203,0.08860759493670886,0.15822784810126583,0.12025316455696203,0.12658227848101267,0.04430379746835443,0.10126582278481013,0.23809523809523808,0.14285714285714285,0.16666666666666666,0.4523809523809524
1.4,9.2,6.2,7.2,12.6,3.6,12.6,2.0,5.4,0.0,1.8,5.0,5.8,3.0,3.2,1.4,0.0,2.2,0.6,0.2,0.4,0.6,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04867582884137562,0.0,0.0,0.0,0.0,0.005093606055042387,0.0,0.0052619812461240905,0.015998279610443953,0.0,0.0,0.0,0.006152019212025065,0.0,0.009114885194412415,0.0037331286960542473,0.0,0.0,0.002362382046127831,0.0,0.0,0.002013035997495428,0.01573939608799058,0.005645670872023032,0.0,0.007469221178362404,0.01091288988570455,0.004774266445986697,0.0,0.0,0.008219832245200837,0.01211726143258118,0.005699975414093486,0.0,0.0,0.0,0.0,0.0,0.0,0.0032655440514329725,0.0,0.0,0.028759279173578435,0.0,0.002635069110612506,0.0031187898909625735,0.010558975402085878,0.011791931818070209,0.00443424273275112,0.010323762835678804,0.0718954248366013,0.08496732026143791,0.0718954248366013,0.12418300653594772,0.0915032679738562,0.1568627450980392,0.13071895424836602,0.11764705882352941,0.0457516339869281,0.10457516339869281,0.23076923076923078,0.15384615384615385,0.1794871794871795,0.4358974358974359
1.4,9.8,6.8,8.2,14.8,4.2,13.0,2.2,6.0,0.0,1.6,5.6,6.4,4.0,2.8,1.2,0.0,2.2,0.6,0.4,0.4,0.4,0.0,0.2,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05522834426233003,0.0,0.0,0.0,0.0,0.004623427034576935,0.0,0.00477625990032802,0.014521515338710666,0.013027520273060368,0.0,0.0,0.0055841405155304434,0.0,0.008273511176466655,0.0033885322010338555,0.0,0.0,0.0021443160111006463,0.0,0.0,0.0018272172900343118,0.01428652875679145,0.005124532022297829,0.0,0.006779754608052029,0.009905546203947208,0.0032501736959217133,0.0,0.0,0.007461078499489991,0.01099874499265061,0.005173823837407933,0.0,0.0016306655457232683,0.0,0.0,0.0,0.0,0.0029641092159160827,0.0,0.0,0.026104576480632732,0.0,0.0023918319619405824,0.0028309015933352588,0.009584300749585642,0.007135630536062998,0.0,0.014056200168578066,0.06818181818181818,0.10795454545454546,0.06818181818181818,0.11363636363636363,0.09090909090909091,0.14204545454545456,0.14204545454545456,0.10227272727272728,0.05113636363636364,0.11363636363636363,0.3023255813953488,0.11627906976744186,0.18604651162790697,0.3953488372093023
1.0,8.6,6.2,6.8,13.0,3.4,11.4,2.4,4.8,0.0,1.0,5.0,5.8,4.4,2.4,1.2,0.0,1.2,0.4,0.4,0.4,0.2,0.0,0.2,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05159054913127835,0.0,0.0,0.0,0.0,0.0053986124056437275,0.0,0.011154139886993581,0.0169562604254406,0.022817662753713518,0.0,0.006809187682965685,0.006520403595978662,0.0,0.003220228901019955,0.003956669336536538,0.0,0.0,0.0,0.0,0.0,0.0021335770751897652,0.016681874895654685,0.005983734996096268,0.0,0.003958239965778879,0.003855452115308793,0.0025300753321546273,0.0,0.0,0.008712037768865559,0.012842845949502208,0.0060412913071529765,0.0,0.0019040705474014212,0.0,0.0,0.00411258312519345,0.0,0.003461085611399019,0.0,0.0,0.02286104377420681,0.0,0.0027928576801102612,0.0033055437766489554,0.0055956246891293426,0.00416601183991702,0.0,0.005470976113518409,0.05194805194805195,0.14935064935064934,0.05844155844155844,0.09090909090909091,0.11038961038961038,0.1038961038961039,0.16883116883116883,0.07792207792207792,0.07142857142857142,0.11688311688311688,0.3235294117647059,0.11764705882352941,0.20588235294117646,0.35294117647058826
0.8,8.8,4.8,6.6,13.4,3.2,10.0,2.0,4.6,0.0,0.6,3.8,6.0,3.8,2.4,0.8,0.0,2.4,1.2,0.6,0.6,0.6,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04063972502322399,0.0,0.0,0.0,0.010862807152422107,0.005670240702783034,0.0,0.011715354472502692,0.0,0.023965721257045016,0.0,0.014303576642204647,0.006848474217159979,0.0,0.0,0.004155747039003785,0.0,0.0,0.0,0.0,0.0,0.0,0.01168080967536408,0.00628480342357281,0.0,0.0,0.0,0.001328687359967996,0.0,0.0029865685601242974,0.0,0.017985369170372065,0.019035766948953717,0.0,0.0019998728390945744,0.0,0.0,0.00431950554658683,0.0,0.0036352282836706676,0.0,0.0,0.008003761656797772,0.004326280993701685,0.0029333788212478843,0.0,0.0,0.008751244997058394,0.0,0.005746245351934429,0.07333333333333333,0.14,0.06666666666666667,0.08666666666666667,0.07333333333333333,0.17333333333333334,0.13333333333333333,0.09333333333333334,0.06666666666666667,0.09333333333333334,0.35,0.1,0.25,0.3
0.6,9.6,4.6,6.2,12.2,3.2,9.0,1.4,4.2,0.0,0.6,3.0,6.0,3.8,2.2,0.6,0.0,2.0,1.2,0.8,0.4,0.6,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037540835315570745,0.0,0.0,0.0,0.011288799589771992,0.00589260308328433,0.0,0.012174780138091033,0.0,0.03320740461760486,0.0,0.01486450121640875,0.007117041833519193,0.0,0.0,0.0,0.0032855353376409304,0.0,0.0,0.0,0.0,0.0,0.012138880643025415,0.0,0.008526366035250636,0.0,0.0,0.0013807927466334077,0.0,0.003103688895815446,0.00475460884771421,0.023363347206610773,0.01978226761361857,0.0,0.0020782992249414206,0.0,0.0,0.004488897920962785,0.0,0.003777786255579321,0.0,0.0,0.0,0.004495939071886065,0.0060968265696524655,0.0,0.0,0.013641646613061614,0.0,0.0119431766138245,0.07142857142857142,0.14285714285714285,0.06428571428571428,0.08571428571428572,0.07142857142857142,0.17142857142857143,0.1357142857142857,0.08571428571428572,0.07142857142857142,0.1,0.2926829268292683,0.12195121951219512,0.24390243902439024,0.34146341463414637
0.8,9.4,4.4,7.2,13.4,2.8,8.2,2.6,5.6,0.0,1.4,3.6,6.8,3.2,2.0,0.8,0.0,2.6,1.2,0.8,0.4,1.0,0.0,0.2,0.2,0.6,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02956340781101196,0.0,0.0,0.005858693860079865,0.010159919630794793,0.005303342774955896,0.0,0.010957302124281929,0.0,0.029886664155844372,0.0,0.013378051094767874,0.006405337650167273,0.0,0.0,0.0,0.0029569818038768375,0.0,0.0024596566009683885,0.0,0.0,0.0,0.0,0.0,0.007673729431725572,0.0,0.0,0.0012427134719700669,0.0,0.0027933200062339016,0.004279147962942789,0.012616207491569817,0.017804040852256713,0.0,0.003740938604894557,0.0,0.0,0.0040400081288665055,0.0,0.0,0.0,0.0,0.0,0.008092690329394917,0.0027435719563436095,0.0,0.0,0.016369975935673936,0.0,0.010748858952442049,0.09032258064516129,0.13548387096774195,0.06451612903225806,0.08387096774193549,0.05806451612903226,0.18064516129032257,0.12258064516129032,0.1032258064516129,0.06451612903225806,0.0967741935483871,0.30952380952380953,0.14285714285714285,0.2619047619047619,0.2857142857142857
0.6,8.8,4.4,7.4,12.4,3.0,7.6,4.0,6.8,0.0,2.6,3.0,7.6,2.2,2.2,1.0,0.2,2.8,1.0,0.8,0.4,1.2,0.0,0.2,0.0,0.6,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016505022423225067,0.0,0.0,0.005724011242606765,0.009926358259971924,0.005181426849094842,0.0,0.042821640485699496,0.0,0.014599807202567653,0.0,0.013070509690290453,0.0062580885087841175,0.0,0.00618135892494635,0.0,0.0028890052106842665,0.0,0.002403112771061069,0.0,0.005056236966818335,0.0,0.0053369216620197946,0.0,0.0074973218585824555,0.0,0.0,0.002428290692355303,0.0,0.00272910575321703,0.004180776745403875,0.012326179733142924,0.017394752556802534,0.0,0.0018274700081381456,0.0,0.0,0.003947134378777621,0.0,0.0033218465350783686,0.0,0.0,0.0,0.007906651471247908,0.0026805013366575496,0.0,0.0,0.015993654649796376,0.0,0.005250879373319392,0.11049723756906077,0.09944751381215469,0.08839779005524862,0.09944751381215469,0.055248618784530384,0.19337016574585636,0.09392265193370165,0.1270718232044199,0.049723756906077346,0.08287292817679558,0.1875,0.2708333333333333,0.25,0.2916666666666667
0.6,8.8,4.4,8.0,12.2,3.4,8.0,4.4,7.6,0.0,3.0,3.2,8.0,1.6,2.8,1.2,0.6,3.0,1.0,0.6,0.2,1.4,0.0,0.2,0.0,0.6,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015357614447278938,0.0,0.0,0.005326085327345332,0.009236290573449811,0.0048212207045053605,0.0,0.03486414312271523,0.0,0.006792423671782812,0.0,0.006080932315803579,0.005823034227424794,0.0,0.0057516387857789565,0.0,0.00268816527625167,0.0,0.004472102910851615,0.0,0.00470473386217321,0.0,0.004965905717601305,0.0,0.006976117665205065,0.0,0.0,0.004518958079891152,0.0,0.005078763647698002,0.0038901345117661715,0.011469279537790743,0.010790327789246492,0.0,0.0017004266385884348,0.0,0.0,0.0,0.0,0.009272748081876517,0.0,0.0,0.0,0.011035486812811251,0.004988312647897472,0.0,0.0,0.014881796305158124,0.004197117452924857,0.004885844978382749,0.10982658959537572,0.09826589595375723,0.09248554913294797,0.09826589595375723,0.05202312138728324,0.2023121387283237,0.09248554913294797,0.1329479768786127,0.04046242774566474,0.08092485549132948,0.1702127659574468,0.2765957446808511,0.2127659574468085,0.3404255319148936
0.4,6.0,3.8,6.8,8.4,3.8,7.4,4.0,6.2,0.0,3.0,2.4,5.4,1.2,3.0,1.0,0.6,1.6,0.6,0.4,0.0,0.8,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.018292190456313133,0.0,0.0,0.006343808638303039,0.005500593430685079,0.0,0.0,0.03559378397059735,0.0,0.008090339023078891,0.0,0.0,0.006935715926932717,0.0,0.006850678044208057,0.0,0.006403654861898884,0.0,0.0053266448683391854,0.0,0.005603727593798664,0.0,0.011829609798617123,0.0,0.008309133779575461,0.008420714322102838,0.0,0.006728066567990808,0.0,0.003024614019488938,0.004633472316562256,0.004553620538358533,0.0,0.0,0.006076046778650395,0.0,0.0,0.0,0.0,0.011044610772680945,0.0,0.0,0.0,0.008762785706988126,0.005941493408642212,0.0,0.0,0.013294088737569598,0.0049991144184519,0.005819445929666078,0.09302325581395349,0.08527131782945736,0.06976744186046512,0.10077519379844961,0.06201550387596899,0.1937984496124031,0.11627906976744186,0.14728682170542637,0.03875968992248062,0.09302325581395349,0.19444444444444445,0.2777777777777778,0.16666666666666666,0.3611111111111111
0.4,5.4,3.4,6.4,8.4,4.2,6.8,4.0,6.4,0.0,3.0,2.4,5.0,1.0,3.0,0.8,0.6,1.4,0.8,0.4,0.0,0.8,0.0,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.019274321487524573,0.0,0.0,0.00668441581351394,0.005795927306158103,0.0,0.0,0.037504859620025394,0.0,0.0,0.0,0.0,0.007308103359251252,0.0,0.0072184996841655365,0.0,0.006747475257168622,0.0,0.005612639223686255,0.0,0.005904598874002619,0.0,0.012464756633442204,0.0,0.0,0.008872833211880172,0.0,0.008507166049727974,0.0,0.0031870094030856592,0.004882249353693115,0.0,0.0,0.0,0.006402277478175248,0.0,0.0,0.0,0.0,0.011637610008798042,0.0,0.0,0.0,0.009233270845618362,0.0031302498830766013,0.0,0.0,0.0093385768760556,0.005267523246288243,0.0,0.1016949152542373,0.0847457627118644,0.07627118644067797,0.11016949152542373,0.059322033898305086,0.19491525423728814,0.11016949152542373,0.15254237288135594,0.025423728813559324,0.0847457627118644,0.2,0.2571428571428571,0.17142857142857143,0.37142857142857144
0.2,5.4,4.0,5.2,8.8,4.6,7.8,3.0,5.6,0.0,2.6,2.0,5.0,0.6,3.4,0.8,0.8,0.8,1.2,0.6,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.030336696144096776,0.0,0.0,0.0,0.00608164203251801,0.0,0.0,0.039353690728054815,0.009970758771297817,0.008944952300164689,0.0,0.008007988331375136,0.0,0.0,0.007574341217892007,0.0,0.007080097276888202,0.0,0.002944659311018493,0.0,0.006195670649481622,0.0,0.01307921646748513,0.014074418934479953,0.0,0.009310226398381307,0.004534228896173017,0.010414288955242108,0.0,0.003344115500420868,0.005122923617607565,0.0,0.0,0.0,0.004478588470648413,0.0,0.0,0.0,0.0,0.016281726678975667,0.0,0.009155287379151661,0.0,0.004844216042243436,0.0032845579759043213,0.0,0.0,0.004899464628634805,0.005527189885189777,0.0,0.07758620689655173,0.11206896551724138,0.07758620689655173,0.11206896551724138,0.06896551724137931,0.1810344827586207,0.1206896551724138,0.14655172413793102,0.02586206896551724,0.07758620689655173,0.24390243902439024,0.1951219512195122,0.17073170731707318,0.3902439024390244
0.4,7.4,4.2,5.6,12.0,5.4,10.8,2.0,5.4,0.0,2.2,3.6,5.8,1.4,4.0,1.2,0.6,0.8,1.4,0.6,0.0,0.2,0.0,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.04033530760731968,0.0,0.0,0.00559538177648077,0.004851647014705379,0.005064990290688216,0.0,0.0,0.01590840163510438,0.021407582471180662,0.0,0.01277679037140752,0.0,0.0,0.0,0.007424312125860694,0.005648167490551262,0.0,0.0046982204737598425,0.0,0.0,0.0,0.005216990838154181,0.028069768099665073,0.007328842715692962,0.00742725926163003,0.003617193838520047,0.008308028267665054,0.0,0.005335555068087227,0.004086826706181316,0.0,0.005667953080306444,0.0,0.005359209799146696,0.0,0.0,0.0,0.0,0.009741594895005102,0.0,0.007303656223817617,0.0,0.007728973910096268,0.010481061406256485,0.0,0.0,0.0039085616700345075,0.004409331256724428,0.0,0.02,0.16,0.02,0.08,0.11,0.17,0.18,0.11,0.05,0.1,0.4318181818181818,0.045454545454545456,0.18181818181818182,0.3409090909090909
0.4,8.4,3.8,5.4,10.8,5.4,9.6,2.0,4.4,0.0,1.8,3.0,6.0,1.8,3.2,1.2,0.2,0.8,1.8,0.6,0.0,0.0,0.0,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.03916191684056129,0.0,0.0,0.006036230037658043,0.00523389799162156,0.005464050131772742,0.0,0.0,0.01716179085483988,0.02309424048406156,0.0,0.013783446582488115,0.0,0.0,0.0,0.012013886894574577,0.006093174626170453,0.0,0.005068383298965164,0.0,0.0,0.0,0.005628026479948147,0.030281325586305353,0.015812533374464813,0.016024874528122977,0.007804369736443253,0.007682228735814958,0.0,0.002877966067028868,0.013226457340004983,0.0,0.006114519080573012,0.0,0.005781450571200678,0.0,0.0,0.0,0.0,0.0035030381642644614,0.0,0.007879095805088096,0.0,0.008337923369679612,0.008480131501425701,0.0,0.0,0.0,0.0,0.0,0.030927835051546393,0.13402061855670103,0.020618556701030927,0.08247422680412371,0.10309278350515463,0.1958762886597938,0.16494845360824742,0.12371134020618557,0.041237113402061855,0.10309278350515463,0.45454545454545453,0.045454545454545456,0.20454545454545456,0.29545454545454547
0.2,7.6,2.8,4.0,9.0,3.8,7.8,2.2,3.4,0.0,1.2,2.8,5.4,1.4,2.2,1.2,0.2,0.6,1.2,0.6,0.0,0.0,0.0,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.04254628002431351,0.0,0.0,0.007377614490470942,0.0,0.006678283494388907,0.0,0.0,0.02097552215591541,0.028226293924964133,0.0,0.016846434711929918,0.0,0.0,0.0,0.014683639537813374,0.0037236067159930547,0.0,0.006194690698735201,0.0,0.0,0.0,0.0,0.03701050904992876,0.01932642967990144,0.009792978878297375,0.009538674122319532,0.007824492230922643,0.0,0.003517514081924172,0.016165670082228314,0.0,0.007473301098478127,0.0,0.004710811576533886,0.0,0.0,0.0,0.0,0.004281491089656564,0.008302214083526618,0.009630005983996562,0.0,0.010190795229608415,0.010364605168409192,0.0,0.0,0.0,0.0,0.0,0.054945054945054944,0.14285714285714285,0.03296703296703297,0.10989010989010989,0.0989010989010989,0.16483516483516483,0.14285714285714285,0.12087912087912088,0.04395604395604396,0.08791208791208792,0.4594594594594595,0.08108108108108109,0.1891891891891892,0.2702702702702703
0.4,7.8,3.4,4.6,9.8,3.8,8.4,2.6,3.2,0.0,1.2,3.2,5.4,1.6,2.2,1.6,0.2,0.6,1.2,0.6,0.0,0.0,0.0,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.048511383473668276,0.0,0.0,0.006729580785226873,0.0,0.006091677511773665,0.0,0.0,0.019133077642220137,0.025746957296419987,0.0,0.015366680311557695,0.014714964872005899,0.0,0.0,0.017858480518962213,0.0033965331531017728,0.0,0.008475843692526203,0.0,0.0,0.0,0.0,0.03375958595770529,0.017628837883693883,0.013399177181454178,0.008700817611575248,0.005709764600943551,0.0,0.0032085432504038057,0.009830475050003704,0.0,0.00681686248847667,0.0,0.004297024073189694,0.0,0.0,0.0,0.0,0.007810828339238326,0.007572965549162794,0.008784127079996864,0.0,0.009295657810791459,0.009454200660373249,0.0,0.0,0.0,0.0,0.0,0.0625,0.13541666666666666,0.041666666666666664,0.11458333333333333,0.08333333333333333,0.1875,0.125,0.13541666666666666,0.041666666666666664,0.07291666666666667,0.46153846153846156,0.07692307692307693,0.23076923076923078,0.23076923076923078
0.6,9.6,3.2,5.2,11.4,4.6,8.4,2.2,4.0,0.0,1.2,4.4,6.8,1.8,2.2,1.8,0.0,2.0,0.8,0.4,0.2,0.0,0.0,0.6,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0506801276760205,0.0,0.0,0.005858693860079865,0.015239879446192189,0.005303342774955896,0.006159624461747386,0.0,0.008328516150142882,0.014943332077922186,0.0,0.006689025547383937,0.012810675300334546,0.0,0.0031634013321784264,0.01943422880004711,0.0029569818038768375,0.0,0.01475793960581033,0.0,0.0,0.0,0.0,0.017634419017907233,0.015347458863451144,0.011665166016795401,0.0037874147250386374,0.0049708538878802675,0.0,0.005586640012467803,0.008558295925885579,0.0,0.011869360568171141,0.0,0.005611407907341835,0.0,0.0,0.0,0.0,0.003400007630021389,0.0065929347133887855,0.0,0.0,0.008092690329394917,0.008230715869030828,0.0032472106511786795,0.0,0.0,0.0,0.0,0.104,0.08,0.064,0.136,0.064,0.224,0.08,0.152,0.032,0.064,0.5,0.08695652173913043,0.2608695652173913,0.15217391304347827
0.4,9.0,2.2,4.2,7.0,3.6,6.6,1.8,3.0,0.0,0.6,2.8,5.2,1.0,2.0,1.2,0.0,1.8,0.8,0.2,0.4,0.0,0.0,0.2,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052964887530267325,0.0,0.0,0.0,0.021235897588956328,0.0,0.008583083266369309,0.0,0.0,0.0,0.0,0.0,0.01785094099226945,0.0,0.004408018249756823,0.016248289652498405,0.008240768961623974,0.0,0.023991732419281823,0.0,0.0,0.0,0.0,0.0,0.02138580333431717,0.021672986042133534,0.005277545108660397,0.008658249599791449,0.0,0.007784662312455136,0.011925494322955314,0.0,0.008269636461430713,0.0,0.005212783301902252,0.0,0.0,0.0,0.0,0.004737715550029805,0.00918687623996798,0.0,0.0,0.005638349819660393,0.0,0.004524801727052258,0.0,0.0,0.0,0.0,0.13131313131313133,0.04040404040404041,0.08080808080808081,0.1717171717171717,0.020202020202020204,0.2828282828282828,0.020202020202020204,0.21212121212121213,0.010101010101010102,0.030303030303030304,0.43243243243243246,0.13513513513513514,0.2702702702702703,0.16216216216216217
0.4,7.4,2.4,3.2,7.0,3.6,7.2,2.0,3.2,0.0,0.6,2.8,4.0,0.8,2.0,1.2,0.0,1.6,0.4,0.2,0.4,0.0,0.0,0.2,0.2,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06033348532859584,0.0,0.0,0.0,0.021771256351703128,0.0,0.008799463516781979,0.0,0.0,0.0,0.0,0.0,0.027451447072145457,0.0,0.004519144760254895,0.01665791040004038,0.01267277915947216,0.0,0.024596566009683882,0.0,0.0,0.0,0.0,0.0,0.010962470616750817,0.011109681920757526,0.0,0.008876524799786192,0.0,0.007980914303525433,0.0,0.0,0.008478114691550815,0.0,0.005344198006992224,0.0,0.0,0.0,0.0,0.004857153757173413,0.00941847816198398,0.0,0.0,0.0,0.0,0.004638872358826684,0.0,0.0,0.0,0.0,0.11965811965811966,0.03418803418803419,0.07692307692307693,0.18803418803418803,0.017094017094017096,0.28205128205128205,0.017094017094017096,0.2222222222222222,0.017094017094017096,0.02564102564102564,0.41025641025641024,0.1282051282051282,0.2564102564102564,0.20512820512820512
